threshold,mean_accuracy,std_accuracy,mean_tpr,mean_fpr
0.1,0.3350877192982456,0.33537693039574795,0.4666666666666667,0.8
0.2,0.9719298245614036,0.0035087719298245723,0.03333333333333334,0.014285714285714285
0.3,0.9719298245614036,0.0035087719298245723,0.0,0.0
0.4,0.9719298245614036,0.0035087719298245723,0.0,0.0
0.5,0.9719298245614036,0.0035087719298245723,0.0,0.0
0.6,0.9719298245614036,0.0035087719298245723,0.0,0.0
0.7,0.9719298245614036,0.0035087719298245723,0.0,0.0
0.8,0.9719298245614036,0.0035087719298245723,0.0,0.0
0.9,0.9719298245614036,0.0035087719298245723,0.0,0.0
